L1_1000,L1_0_001,L1_1,L1_35,L1_0_030,L1_0_010,L1_0_005,L2_1000,L2_35,L2_1,L2_0_030,L2_0_010,L2_0_005,L2_0_001,Feature
5.064465152,0,3.438990485,4.865425478,0.263209387,0.057135785,0.002444482,5.944798509,4.536753728,2.461568865,0.529085959,0.268271238,0.177346835,0.082351246,1544
0.70392738,0,1.545485171,0.809270149,0.102052934,0,0,0.434163216,0.932055343,1.845909131,0.545712206,0.259424517,0.159604306,0.043772928,1548
7.768971863,0,4.758280451,7.435943587,0,0,0,8.529660343,6.84684485,3.147684543,0.412611301,0.138557157,0.057831494,0.0016738,1552
0.84936502,0,0.31901426,0.779872285,0,0,0,1.729074762,0.704564265,0.14962263,0.092288988,0.038638938,0.017012742,0.002691186,1556
1.303674876,0,0.109211429,1.147520792,0.046440831,0,0,2.112245936,0.89529789,0.562087736,0.348667024,0.17246156,0.103581561,0.033285958,1560
2.930818925,0,1.788756485,2.821849457,0,0,0,3.507122219,2.673089551,1.260115968,0.125857615,0.065172378,0.042044035,0.010474255,1564
4.246828615,0,2.5493407,4.062903572,0.260155013,0,0,4.952900601,3.711911657,1.720074208,0.477750545,0.279994006,0.193527691,0.075515426,1568
1.188006997,0,0.409853263,1.098797176,0.182473945,0.227754202,0.060579028,1.71805928,0.994404477,0.177128885,0.220979866,0.183994294,0.150185352,0.079441293,1572
1.303521675,0,1.189405824,1.291622149,0.254199415,0.054468142,0.04727586,1.449131677,1.235203822,0.829578523,0.253344801,0.175275564,0.141820614,0.081527442,1576
0.700313289,0,0,0.578283289,0.147421511,0.136815867,0.104015676,1.169903718,0.45309936,0.14692553,0.19461323,0.160726897,0.139802915,0.0869194,1580
1.446088272,0,0.948127534,1.419594493,0,0,0,1.564037289,1.311588671,0.279638721,0.103983897,0.100868633,0.093535606,0.062649105,1584
0.212119863,0,0.106667086,0.207402015,0,0,0,0.203098795,0.250921943,0.528880115,0.044650362,0.004946354,0.003839028,0.009423085,1588
0.125623686,0,0.161108409,0.146218847,0.078696191,0,0,0.190850918,0.206068485,0.607268307,0.273326691,0.156833638,0.104714926,0.033380036,1592
0.687345085,0,0.272228041,0.644449559,0,0,0,0.70752581,0.574301641,0.254867419,0.046492226,0.004650639,0.009269063,0.011486175,1596
0.820023504,0,0.554782366,0.803869644,0,0,0,0.997907326,0.810442899,0.657895314,0.132429392,0.052728724,0.02333399,0.003362579,1600
0.737989835,0,0.535141737,0.753711549,0.034833793,0,0,0.415930389,0.823392758,1.042277162,0.229675435,0.112248396,0.073163113,0.028695813,1604
2.139004526,0,1.096614668,2.06365052,0,0,0,2.238314052,1.989825172,1.255392675,0.132402658,0.030413853,0.006086174,0.004710204,1608
0.458274745,0,0.032558002,0.458012035,0,0,0,0.161321989,0.485134918,0.415386773,0.027824521,0.006775161,0.000650938,0.005435049,1612
1.538023729,0,0.269569173,1.436646912,0,0,0,1.862469139,1.279842556,0.092153792,0.060569724,0.000289057,0.013856325,0.015093935,1616
0.840609497,0,1.012014603,0.822765403,0,0,0,1.183756581,0.814548375,0.795789469,0.280005416,0.145760005,0.092986371,0.032105973,1620
1.512155465,0,0.42890841,1.417533096,0,0,0,1.957662967,1.254707462,0.238937894,0.024386342,0.013495033,0.005979784,0.003832341,1624
0.071748787,0,0,0.028675886,0.010567037,0,0,0.588459114,0.011062302,0.395374722,0.228979113,0.118336299,0.071512114,0.015251559,1628
1.739398271,0,0.870498916,1.656928486,0,0,0,2.286754196,1.510740857,0.715145262,0.117802277,0.044345225,0.022940099,0.00743505,1632
1.44615618,0,0.836392838,1.362592721,0,0,0,1.986263191,1.25407775,0.413225052,0.097190787,0.047872541,0.02715005,0.008137433,1636
1.278865259,0,0.571192097,1.203722936,0,0,0,1.949480777,1.07959222,0.295316105,0.045779057,0.028162415,0.016352569,0.000175429,1640
2.178615024,0,1.103250543,2.053134681,0,0,0,2.876978454,1.853775803,0.500376616,0.002640447,0.008317106,0.00510985,0.00072176,1644
0.748964282,0,0.315969127,0.680652716,0,0,0,1.77769905,0.617374806,0.250009204,0.085103631,0.038395526,0.020982243,0.002915373,1648
3.616573001,0,1.850182483,3.437426496,0,0,0,4.578782528,3.118055167,0.961832751,0.052657519,0.018259672,0.004176301,0.00995168,1652
0.276027539,0,0,0.208258975,0,0,0,1.623999377,0.179417794,0.139040469,0.066192194,0.052363379,0.046839129,0.030748874,1656
4.338008959,0,2.164438581,4.099898296,0.069307608,0,0,5.692718454,3.694680799,1.169934584,0.003321593,0.042979791,0.04781175,0.033066771,1660
0.849646615,0,0.252352101,0.760818334,0.051344521,0,0,2.494384385,0.690056683,0.00325979,0.075768879,0.059984553,0.049204169,0.027879605,1664
4.918815812,0,2.51324658,4.652223787,0,0,0,6.785369411,4.211516123,1.323783675,0.030787913,0.008921305,0.015787026,0.015634149,1668
3.177995998,0,1.442439963,2.950991874,0,0,0,5.41466996,2.65842758,0.700259778,0.034302196,0.002792456,0.00667989,0.012223671,1672
3.11518298,0,1.509681442,2.932240138,0,0,0,5.482051955,2.680305326,0.896390043,0.107770954,0.037495991,0.014863549,0.005035017,1676
5.942670331,0,3.142160979,5.599505567,0,0,0,8.967651497,5.100514955,1.579657328,0.033375686,0.000945022,0.006632055,0.009510892,1680
3.94207835,0,1.23614826,3.625496617,0,0,0,7.497546401,3.192656315,0.433575636,0.04807878,0.040474553,0.033668057,0.019294911,1684
6.522441088,0,4.026551138,6.202531789,0,0,0,9.773876981,5.736815579,2.453414738,0.262659,0.090669987,0.040351328,0.001183665,1688
3.170431815,0,0.536188548,2.867868325,0.015150104,0,0,7.355052611,2.514560412,0.03811181,0.137795401,0.063680726,0.040970641,0.020548584,1692
8.07589306,0,4.507368609,7.628518276,0,0,0,12.4168381,6.944769937,2.409904242,0.134617792,0.015994008,0.011129987,0.020947711,1696
5.396579419,0,2.101534944,5.005532818,0,0,0,11.07397929,4.552083658,1.163597463,0.028707173,0.02218237,0.029244171,0.019962434,1700
8.715062087,0,4.356362638,8.165651769,0,0,0,15.6129825,7.399486714,2.163967827,0.099660856,0.027842569,0.011887756,0.000104869,1704
8.585093109,0,3.790724409,8.003028157,0,0,0,16.01362025,7.255731248,2.035823499,0.162123957,0.080560282,0.052449067,0.015781048,1708
8.708380144,0,4.36758272,8.168481673,0.069911729,0,0,16.48215889,7.467922208,2.386162745,0.276684656,0.141570809,0.089422436,0.02505778,1712
8.470400695,0,3.609661288,7.86623852,0,0,0,17.57049487,7.122198126,1.905591014,0.099531923,0.034594081,0.018434374,0.003961968,1716
9.913559241,0,4.783466729,9.269964198,0,0,0,19.69745663,8.452678562,2.478336988,0.06333797,0.010586111,0.017271942,0.00703547,1720
8.84763855,0,3.648711775,8.2039275,0,0,0,19.71711977,7.444050305,1.901569325,0.04000566,0.009587782,0.013703189,0.003148808,1724
10.57400027,0,4.971521673,9.858831996,0,0,0,21.79531646,8.968010665,2.676780921,0.200882943,0.083910882,0.050065898,0.018756988,1728
8.553971517,0,3.994976935,7.979388897,0.053275535,0,0,20.78148846,7.369821559,2.36477433,0.283496923,0.144872122,0.093915552,0.032911262,1732
10.48777746,0,4.428085736,9.708371312,0.164059255,0.081170659,0,24.94539271,8.81528289,2.404524561,0.202240036,0.108006055,0.074308292,0.029231021,1736
11.72756832,0,5.44739267,10.9150727,0,0,0,27.37808715,10.02441477,2.886039393,0.166468077,0.071132757,0.047822143,0.023620037,1740
7.011009393,0,2.379751192,6.41831469,0,0,0,23.40995979,5.817404868,1.536971517,0.116687181,0.050258549,0.034413344,0.02175892,1744
10.49142786,0,4.59200913,9.594682847,0,0,0,27.87954509,8.983384749,2.544195081,0.198747739,0.091240706,0.060747355,0.030993874,1748
8.34310603,0,3.859139122,8.045639544,0.162637071,0.055105587,0,26.47486313,6.965291159,2.101482962,0.177879179,0.085345428,0.058424372,0.030347341,1752
7.340429221,0,2.019341451,6.168521761,0,0,0,26.92411675,6.220086601,1.450016603,0.124105864,0.061535366,0.044304585,0.025578593,1756
5.642140242,0,3.120359151,5.837488086,0,0.051857127,0.009822904,16.31616334,4.925167573,1.840692606,0.125150106,0.060897259,0.043971258,0.025099415,1760
11.3176667,0,2.408388212,9.257919864,0,0,0.029621232,80.94698414,8.903284619,1.553271424,0.10151791,0.052752034,0.039217606,0.022615392,1764
1.771864631,0,0,1.804322809,0,0,0,10.46936627,2.061215713,0.595029561,0.055443554,0.0361974,0.029650891,0.018549412,1768
5.300206129,0,0,3.624763327,0,0,0,71.14775035,3.625524321,0.370137593,0.003014036,0.016861865,0.018563074,0.014182107,1772
9.216737139,0,0,8.058828806,0,0,0,100.0302444,7.827096612,1.303914368,0.051691102,0.00338183,0.007115688,0.009967819,1776
12.72990776,0,0,10.92817819,0,0,0,106.7732523,11.07006717,2.222168044,0.107488068,0.023944038,0.00435029,0.00599092,1780
16.2431223,0,1.743457827,13.88193391,0,0,0,95.34505626,13.57386682,3.131520045,0.163888242,0.04460608,0.015730071,0.002243799,1784
17.41137501,0,6.174044798,16.21207998,0,0,0,67.07979671,15.41374032,4.033606624,0.220641093,0.065276781,0.026994504,0.00130099,1788
19.05027763,0,10.60750481,17.99306175,0,0,0,22.213966,16.60645824,4.928089458,0.27759446,0.085914144,0.038140361,0.004672279,1792
19.93890601,0,14.59921103,19.54882872,0,0,0,39.51043441,17.14329176,5.813822564,0.334640298,0.106495815,0.049172659,0.007895533,1796
20.73260158,0,18.3079149,21.2763087,0,0,0,118.5951271,17.00336679,6.68931361,0.391691621,0.127007137,0.060098078,0.010992064,1800
